sample_id,predicted_topic,gold_label,normalized_text
588,not_relevant,not_relevant,"Motie van het lid Aukje De Vries over doorlopend verwerken van betaaltransacties gehoord de beraadslaging, overwegende dat betalingen gedurende avonden, weekenden en feestdagen thans niet plaatsvinden; overwegende dat onder andere Denemarken laat zien dat het wel mogelijk is betalingen snel te verwerken; verzoekt de regering om in overleg met de sector te treden om zo snel mogelijk betaaltransacties doorlopend te verwerken,"
589,not_relevant,not_relevant,"Motie van het lid Dassen c.s. over bepleiten dat Rusland in de slotverklaring wordt aangewezen als de enige agressor in de oorlog tegen Oekraïne gehoord de beraadslaging, verzoekt de regering tijdens de aanstaande NAVO-top te bepleiten dat Rusland in de slotverklaring wordt aangewezen als de enige agressor in de oorlog tegen Oekraïne,"
590,not_relevant,not_relevant,"Motie Aptroot over een onbelaste bijdrage voor de aanschaf van een fiets gehoord de beraadslaging, overwegende, dat fietsgebruik in het woon-werkverkeer positief is voor de bereikbaarheid, de parkeerdruk, het milieu en de volksgezondheid; overwegende, dat de bedrijfsfiets zal moeten concurreren met andere arbeidsvoorwaarden binnen de werkkostenregeling; constaterende, dat naast de werkkostenregeling de bestaande wordt gehandhaafd, waarbij voor woon-werkverkeer € 0,19 per kilometer onbelast mag worden vergoed en een renteloze lening voor de aanschaf van een fiets mag worden verstrekt die maandelijks wordt afgelost met deze vergoeding voor woon-werkverkeer; constaterende, dat deze een hoge administratieve last betekent voor de bedrijven en daardoor nauwelijks wordt gebruikt; verzoekt de regering bedrijven en medewerkers de mogelijkheid te bieden te kiezen voor een onbelaste bijdrage voor de aanschaf van een fiets, waarbij dan voor een aantal opvolgende jaren, bijvoorbeeld vijf jaar, geen onbelaste vergoeding voor woon-werkverkeer mogelijk is; verzoekt de regering daarbij het bedrag van de onbelaste bijdrage zo vast te stellen dat het budgettair effect nul is; verzoekt de regering voorts dit als onderdeel op te nemen in het Belastingplan 2011,"
591,not_relevant,not_relevant,"Motie van het lid Van Meenen over afzien van rendementsafspraken als onderdeel van de kwaliteitsafspraken gehoord de beraadslaging, overwegende dat er in het kader van het studievoorschot kwaliteitsafspraken worden gemaakt; overwegende dat rendementsafspraken kansen van studenten in de weg staan; constaterende dat studenten gebaat zijn bij een goede kwaliteit van het onderwijs en ruimte en tijd om zich maximaal te ontplooien en voor te bereiden op een vervolgopleiding of de arbeidsmarkt; verzoekt de regering, af te zien van rendementsafspraken als onderdeel van de kwaliteitsafspraken,"
592,not_relevant,not_relevant,"Motie Weekers over bestuurlijk overleg over de grensarbeidersproblematiek gehoord de beraadslaging, overwegende, dat de grensarbeiders II goed werk heeft verricht door met praktische aanbevelingen te komen om probleemdossiers voor grensarbeiders op te lossen; overwegende, dat dit werk niet wordt voortgezet terwijl door voortdurende wijziging van wet- en regelgeving in Nederland en direct aangrenzende landen nieuwe problemen zullen ontstaan voor grensarbeiders; verzoekt de regering blijvende aandacht te besteden aan grensarbeidersproblematiek middels periodiek bestuurlijk overleg en de Kamer hierover jaarlijks te rapporteren,"
593,not_relevant,not_relevant,"Motie van het lid Van Gerven over het van de markt halen van de Diane-35-pil gehoord de beraadslaging, constaterende dat de Diane-35-pil en generieke varianten een verhoogde kans op trombose met mogelijk zelfs fatale afloop geven; overwegende dat er veiliger alternatieven voorhanden zijn; spreekt uit dat de Diane-35-pil en generieke varianten van de markt moeten worden gehaald, totdat onomstotelijk vaststaat dat deze middelen geen hoger risico vormen,"
594,not_relevant,not_relevant,"Motie van het lid Otwin Van Dijk over kwaliteitsinzichten voor cliënten en zorgaanbieders gehoord de beraadslaging, overwegende dat er in de V&V, GGZ en GHZ veel kwaliteitseisen en normen en protocollen verplicht zijn; overwegende dat deze kwaliteitseisen en normen tot een enorme bureaucratische en administratieve last leiden; constaterende dat de gegevens die voortkomen uit deze plichten niet tot meer inzicht in kwaliteit geleid hebben voor cliënten en cliëntvertegenwoordigers; constaterende dat deze gegevens niet bijdragen aan een betere verantwoording van zorgaanbieders over de geleverde kwaliteit van zorg aan cliënten en vertegenwoordigers; verzoekt de regering om, tot meer overzichtelijke, eenduidige en heldere kwaliteitsinzichten voor cliënten en zorgaanbieders te komen; verzoekt de regering tevens, met een plan van aanpak te komen voor 1 maart 2013,"
595,not_relevant,not_relevant,"Motie Jasper van Dijk over een nieuw voorstel voor onderwijstijd gehoord de beraadslaging, van mening, dat de nieuwe 1000 urennorm een gebrekkig draagvlak heeft in het onderwijs; van mening, dat de nieuwe definitie van onderwijstijd ruimte openlaat voor zogenaamde ophok-uren; van mening, dat de 1000 urennorm niet voldoende wordt bekostigd; verzoekt de regering een nieuw voorstel voor onderwijstijd te maken waarin rekening wordt gehouden met genoemde bezwaren,"
596,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van Tongeren over opschorten van de oliewinning te Schoonenbeek gehoord de beraadslaging, overwegende dat wereldwijd niet alle bekende reserves van olie en gas gewonnen kunnen worden met inachtneming van de afspraken van het Verdrag van Parijs; verzoekt de regering, de oliewinning in Schoonebeek op te schorten totdat duidelijk is welke oliereserves gewonnen kunnen worden met inachtneming van dat verdrag, en de Kamer hierover te informeren,"
597,not_relevant,not_relevant,"Motie Aptroot over het niet uit de pas lopen van prijsstijging in het ov met de inflatie gehoord de beraadslaging, overwegende, dat er volgens de regering vraaguitval in het regionaal openbaar vervoer is omdat de prijzen van de vervoerbewijzen harder stijgen dan de inflatie en dat deze vraaguitval vervolgens weer leidt tot extra prijsverhogingen; constaterende, dat hiermee een negatieve spiraal is ontstaan van elkaar opvolgende prijsstijgingen boven het inflatieniveau en verdere vraaguitval; spreekt als haar mening uit dat deze negatieve spiraal moet worden doorbroken; spreekt voorts als haar mening uit dat een prijsverhoging van 4,3% per 1 januari 2010 na een jaar waarin de inflatie 1% bedraagt onverstandig is; verzoekt de regering met een nieuw voorstel te komen waarbij de prijsstijging van de vervoersbewijzen niet uit de pas loopt met de inflatie,"
598,not_relevant,not_relevant,"Motie van het lid Van Wijngaarden c.s. over de Kamer een appreciatie van het rapport over Georgië toesturen gehoord de beraadslaging, overwegende dat de oligarchisering van Georgië de kansen om EU-kandidaat te worden doet verslechteren; overwegende dat Georgië bestuurd wordt door de grootste Georgische politieke partij Georgian Dream en dat deze partij achter de schermen geleid wordt door Bidzina lvanishvili, de rijkste man van Georgië, die door het Europees Parlement is bestempeld als oligarch; van mening dat de voorliggende conceptwetgeving voor de-oligarchisering in Georgië zich richt op persoonsgebonden maatregelen maar nog niet systematisch is, waardoor de wet nog onvoldoende effectief is; verzoekt de regering de Kamer na het verschijnen van het rapport over Georgië een appreciatie van dat rapport toe te sturen, en daarbij specifiek in te gaan op de de-oligarchisering in Georgië,"
599,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Beckerman c.s. over geen verhoging van de gaswinning in de komende winter gehoord de beraadslaging, constaterende dat deze maand de maximale aardbevingsdichtheid is overschreden en er een zware beving in Garrelsweer plaatsvond; overwegende dat het kabinet heeft aangekondigd de gaswinning in Groningen mogelijk te zullen verhogen; verzoekt de regering komende winter niet meer gas te winnen dan de aangegeven 3,9 Nm`,"
600,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van Veldhoven over een korting op de transporttarieven gehoord de beraadslaging, overwegende dat het kabinet voornemens is om energie-intensieve bedrijven een korting op de transporttarieven te verlenen, overwegende dat dit de energielasten van deze bedrijven verlaagt, waardoor dit mogelijk ten koste gaat van de businesscase van energiebesparingsprojecten, overwegende dat energiebesparing juist van groot belang is voor de structurele concurrentiekracht van deze bedrijven, verzoekt de regering, de korting te koppelen aan de prestatie onder de een-op-eenafspraken voor energiebesparing,"
601,not_relevant,not_relevant,"Motie van het lid Hachchi c.s. over actuele informatie over kandidaatopvolgers van de F-16 gehoord de beraadslaging, constaterende dat het kabinet werkt aan een visie op de toekomst van de krijgsmacht, waarbij de keuze voor een opvolger voor de F-16 een belangrijke rol speelt; overwegende dat de Algemene Rekenkamer op verzoek van het kabinet een rol speelt bij het valideren van de onderbouwing van deze visie, constaterende dat de informatie over andere toestellen dan de F-35, de Joint Strike Fighter, hierbij niet is geactualiseerd; verzoekt de regering, objectieve en actuele informatie in te winnen over de mogelijke kandidaat-opvolgers van de F-16 bij de onderbouwing van haar visie en deze informatie ook beschikbaar te stellen aan de Algemene Rekenkamer,"
602,not_relevant,climate_agriculture_energy,"Motie van de leden Veltman en Vermeer over vanaf 1 januari 2025 iedere twee maanden aan de Tweede Kamer rapporteren over de gevolgen van de ingestelde zero-emissiezones voor ondernemers gehoord de beraadslaging, overwegende dat zero-emissiezones er voor bepaalde ondernemers voor zorgen dat binnensteden niet meer bereikbaar zijn; constaterende dat deze ondernemers ernstige zorgen hebben dat zij hun werk niet meer kunnen doen met de middelen die hun ter beschikking staan; overwegende dat de inzet van het kabinet is dat een boetevrije periode van een jaar gaat gelden, wat de mogelijkheid biedt om de landelijk gestandaardiseerde uitzondering van zero-emissiezones voor ondernemers tot 2029 beter en sterk vereenvoudigd in te richten; constaterende dat de Staatssecretaris geen enkele garantie biedt dat deze ruimte kan worden geboden; overwegende dat monitoring inzichten kan verschaffen waarmee kan worden bijgestuurd, zodat ondernemers niet tussen wal en schip vallen, en dat daarbij alle mogelijke maatregelen worden opengehouden; verzoekt de regering vanaf 1 januari 2025 iedere twee maanden aan de te rapporteren wat de gevolgen van de ingestelde zero-emissiezones zijn voor de ondernemers die nog niet aan de eisen kunnen voldoen of ondernemers die anderszins in de knel komen,"
603,not_relevant,not_relevant,"Motie van het lid Jadnanansing c.s. over een sluitende aanpak voor beroepspraktijkvorming gehoord de beraadslaging, constaterende dat het te vaak gebeurt dat mbo’ers hun opleiding (moeten) afbreken bij gebrek aan beroepspraktijkvormingsplekken, zonder dat het te wijten valt aan gebrek aan inzet; overwegende dat dit kwalijke consequenties heeft voor hun kansen op de arbeidsmarkt in het bijzonder en voor het kwaliteit van de Nederlandse beroepsbevolking in het algemeen; constaterende dat de Kamer al in 2006 bij de behandeling van het wetsvoorstel DAL ermee instemde dat de onderwijsinstelling eindverantwoordelijk is voor het vinden van bpv-plaatsen voor haar deelnemers; verzoekt de regering om in samenwerking met de roc’s en het bedrijfsleven te voorkomen dat er nog langer jongeren van goede wil bij hun bpv tussen wal en schip vallen en hiervoor een sluitende aanpak te organiseren,"
604,not_relevant,not_relevant,"Motie van het lid Ouwehand over boven water krijgen van het conceptrapport over criteria voor hormoonverstorende stoffen gehoord de beraadslaging, constaterende dat uit onderzoek van The Guardian blijkt dat ambtenaren van het Europese departement van Milieu in 2013 reeds een conceptrapport hebben opgesteld over het opstellen van criteria voor hormoonverstorende stoffen; verzoekt de regering, dit rapport boven water te krijgen,"
605,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Grashoff c.s. over gelden van Ruimte voor de Rivier reserveren voor rivierverruiming gehoord de beraadslaging, overwegende dat het programma Ruimte voor de Rivier is afgerond en heeft bijgedragen aan een veiliger rivierengebied en tegelijkertijd heeft gezorgd voor een aantrekkelijke leefomgeving; overwegende dat het programma een vrije ruimte kent van ruim 77 miljoen euro, maar dat er nog veel waterveiligheidsprojecten zijn waarbij rivierverruiming een waardevolle toevoeging zou kunnen zijn; overwegende dat de Stuurgroep Deltaprogramma, de directie van het Hoogwaterbeschermingsprogramma (HWBP) alsmede de natuurorganisaties de regering oproepen om deze middelen te reserveren voor rivierverruiming; verzoekt de regering, deze gelden te reserveren voor projecten die gericht zijn op rivierverruiming,"
606,not_relevant,not_relevant,"Motie van de leden Heutink en Veltman over bij gesprekken met NS over tarieven het rapport van eConomics betrekken gehoord de beraadslaging, constaterende dat NS de ticketprijzen in 2026 wéér wil verhogen; constaterende dat NS en het kabinet stellen geen verdere besparingsmogelijkheden te zien, terwijl dit aantoonbaar niet juist is; verzoekt de regering om bij de gesprekken over de tarieven met NS de bevindingen en de conclusies uit het rapport «Vermeden kosten van NS» van eConomics te betrekken, waarin wordt gesteld dat NS nog eens extra 239 miljoen kan besparen, en de Kamer halverwege het zomerreces te informeren over de uitkomsten hiervan,"
607,not_relevant,not_relevant,"Motie van het lid Voordewind over het aantal geestelijk verzorgers aanpassen in lijn met de uitbreiding met nieuwe compartementen gehoord de beraadslaging, overwegende dat het aantal geestelijk verzorgers binnen de krijgsmacht als gevolg van de algehele bezuinigingen en inkrimpingen afgenomen is; overwegende dat er na onderzoek in opdracht van de Minister en de daaropvolgende reorganisatie een nieuwe systematiek is voor de verdeling van geestelijk verzorgers over de krijgsmacht, namelijk een gebaseerd op het uitgangspunt van geestelijk verzorgers per compartiment; verzoekt de Minister, bij de uitbreiding van de krijgsmacht met nieuwe compartimenten het aantal geestelijk verzorgers in lijn daarmee aan te passen,"
608,not_relevant,not_relevant,"Motie van de leden Van Hijum en Merkies over samen met het Verenigd Koninkrijk alle ruimte benutten voor een lagere afdracht gehoord de beraadslaging, constaterende dat Nederland door de Europese wordt geconfronteerd met een verhoudingsgewijs forse statistische toename van het bni en een naheffing in de afdracht van 642 miljoen euro; overwegende dat nog onduidelijk is welke bijdrage de bronnenrevisie en het toepassen van de nieuwe standaard ESA 2010, alsmede de consequente toepassing daarvan door de lidstaten, speelt in de berekening van deze naheffing; voorts overwegende dat de Europese Rekenkamer constateert dat de verificatie van de door lidstaten aangeleverde bni-cijfers door Eurostat onvoldoende is en dat voorbehouden eerder regel dan uitzondering zijn; verzoekt de regering om, geen eurocent naheffing te betalen voordat onderliggende cijfers over de berekening met de Kamer gedeeld zijn en samen met het Verenigd Koninkrijk alle ruimte te benutten om te komen tot een lagere afdracht,"
609,climate_agriculture_energy,not_relevant,"Motie van de leden Van Raan en Van Esch over middels een depositieonderzoek laten vaststellen dat de gezondheidskundige grenswaarden niet meer worden overschreden gehoord de beraadslaging, overwegende dat de overheid een zorgplicht heeft ten aanzien van de gezondheid van haar inwoners; verzoekt de regering, ervoor te zorgen dat er uiterlijk in het vierde kwartaal van 2022, middels een depositieonderzoek door het RIVM, kan worden vastgesteld dat Tata Steel de gezondheidskundige grenswaarden voor lood en PAK’s in IJmuiden en Wijk aan Zee niet meer overschrijdt,"
610,not_relevant,not_relevant,"Motie van het lid Wilders over coronatests beschikbaar stellen voor iedereen die dat wenst gehoord de beraadslaging, constaterende dat het beperkt testen op corona heeft geleid tot veel onduidelijkheid en onzekerheid; verzoekt de regering, coronatests beschikbaar te stellen voor iedereen die dat wenst en alle beperkingen die de GGD’s daarvoor stellen, op te heffen zodra er voldoende testcapaciteit is,"
611,not_relevant,not_relevant,"Motie Smits over de samenstelling van de raad van toezicht gehoord de beraadslaging, constaterende, dat de raad van toezicht van roc Rijn IJssel een nog vrijwel identieke samenstelling heeft als ten tijde van de miljoenenfraude; van mening, dat de klokkenluider beter toezicht hield dan de raad van toezicht en dat deze raad haar toezichthoudende taak heeft veronachtzaamd; overwegende, dat de minister nu niet de bevoegdheid heeft om (leden van) een raad van toezicht van een roc naar huis te sturen; verzoekt de regering te komen met voorstellen om in te grijpen in de samenstelling van een raad van toezicht van een onderwijsinstelling wanneer deze zijn taken verwaarloost,"
612,not_relevant,not_relevant,"Motie van het lid Laçin over ervoor zorgen dat de totale geluidsruimte niet groter wordt dan de huidige geluidsruimte op Rotterdam The Hague Airport gehoord de beraadslaging, constaterende dat de helikopterhaven gevestigd blijft op Rotterdam The Hague Airport; constaterende dat de luchthaven voorsorteert op twee aparte geluidsruimtes voor zakelijke en vakantievluchten en daarnaast voor helikopters; van mening dat het creëren van twee aparte geluidsruimtes niet mag leiden tot meer overlast voor omwonenden van Rotterdam The Hague Airport; verzoekt de regering, om bij een eventuele splitsing van de geluidsruimte ervoor te zorgen dat de totale geluidsruimte niet groter wordt dan de huidige geluidsruimte op Rotterdam The Hague Airport,"
613,not_relevant,not_relevant,"Motie van het lid Kröger over een advies van het OMT over het besluit geen capaciteitsrestricties voor de luchtvaart op te leggen gehoord de beraadslaging, overwegende dat het RIVM voor zowel het ov als voor de luchtvaart adviseert om de 1,5 meter na te streven; overwegende dat het kabinet uit het advies van het RIVM concludeert dat restricties op de capaciteit aan boord van een vliegtuig niet nodig worden geacht; verzoekt het kabinet om het OMT om advies te vragen over het besluit om geen capaciteitsrestricties voor de luchtvaart op te leggen,"
614,not_relevant,not_relevant,"Motie van het lid Volp over Per Saldo het voortouw laten nemen bij het opstellen van de eisen voor het nieuwe portaal gehoord de beraadslaging, overwegende dat gezamenlijke elementen zijn geformuleerd die de basis vormen voor een nieuwe uitvoering van het betaalsysteem voor pgb’s; constaterende dat in oktober nadere besluitvorming zal plaatsvinden over de ontwikkeling van het nieuwe portaal; van mening dat het belang van budgethouders hierbij voorop dient te staan; verzoekt de regering om, Per Saldo het voortouw te laten nemen bij het opstellen van het programma van eisen als basis voor de verdere ontwikkeling van het nieuwe portaal,"
615,not_relevant,not_relevant,"Motie van de leden Van Nispen en Groothuizen over betrokkenen tijdig en in begrijpelijke taal informeren bij experimenten gehoord de beraadslaging, constaterende dat bij het werken met experimenten in de rechtspleging het noodzakelijk is dat alle betrokken partijen op de hoogte zijn van de precieze experimentele procedures die gelden bij deze experimenten; verzoekt de regering in overleg met de rechtspraak ervoor te zorgen dat bij ieder experiment betrokkenen actief, tijdig, nauwkeurig en in begrijpelijke taal worden geïnformeerd over die experimentele procedure,"
616,not_relevant,not_relevant,"Motie van het lid Mutluer over naar het voorbeeld van de commissie-Schneiders bij de politie een onafhankelijke externe commissie instellen gehoord de beraadslaging, overwegende dat er volgens onderzoek van PwC een groot financieel tekort voor het gevangeniswezen dreigt; van mening dat er structurele problemen binnen het gevangeniswezen zijn waaronder te hoge werkdruk en te grote onveiligheid voor het personeel; van mening dat detentie nog te weinig zorgt voor het voorkomen van recidive, onder andere omdat er te slecht kan worden gezorgd voor een goede terugkeer van gedetineerden in de samenleving; van mening dat bovenstaande problemen met elkaar samenhangen en reeds jaren bekend zijn maar niet worden opgelost; verzoekt de regering naar het voorbeeld van de -Schneiders bij de politie een onafhankelijke externe te doen instellen om tot aanbevelingen te komen hoe het gevangeniswezen wel effectief, veilig en toekomstbestendig kan worden gemaakt,"
617,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Koekkoek en Kostic over artikel 15, vierde lid, sub c zo beperkt mogelijk interpreteren indien er een beroep wordt gedaan op de ontbindende voorwaarden door Tata Steel gehoord de beraadslaging, constaterende dat staalslakken schadelijk zijn voor het milieu en de gezondheid; constaterende dat 15, vierde lid, onder c, van de intentieverklaring breed te interpreteren is, waardoor de beleidsvrijheid van het kabinet en de Kamer worden beperkt en volksgezondheid en milieu in gevaar komen; verzoekt de regering 15, vierde lid, sub c, zo beperkt mogelijk te interpreteren indien een beroep wordt gedaan op de ontbindende voorwaarden door Tata Steel vanwege het nationaal beleid ten aanzien van staalslakken,"
618,not_relevant,not_relevant,"Motie van het lid Van Haga c.s. over het geheel afschaffen van de erf- en schenkbelasting gehoord de beraadslaging, constaterende dat Nederland binnen Europa een van de minst gunstige bedrijfsopvolgingsregelingen kent; overwegende dat dit mede het gevolg is van het uitgangspunt dat er in Nederland erf- en schenkbelasting moet worden betaald; verzoekt het kabinet, de erf- en schenkbelasting geheel af te schaffen,"
619,not_relevant,not_relevant,"Motie Anker en Spekman over het meenemen van een buitenlandse partner door Nederlandse expats bij een tijdelijke terugkeer naar Nederland gehoord de beraadslaging, constaterende, dat Nederlandse expats die in een ander land gaan werken en daar een buitenlandse partner vinden, regelmatig aangeven bij een terugkeer vanwege een tijdelijk verblijf in Nederland dat langer zal duren dan een halfjaar, grote moeite te ondervinden om ook hun buitenlandse partner mee te kunnen nemen en om die reden soms zelfs afzien van een tijdelijke terugkeer naar hun vaderland; van mening, dat voor deze specifieke groep geen onnodige belemmeringen moeten worden opgeworpen indien zij voor een bepaalde tijd in Nederland terug willen keren; verzoekt de regering de belemmeringen en mogelijke oplossingen in regelgeving en dienstverlening voor het meenemen van een buitenlandse partner door Nederlandse expats bij een tijdelijke terugkeer naar Nederland in kaart te brengen en de Kamer daarover binnen drie maanden te informeren,"
620,not_relevant,not_relevant,"Motie van het lid Nordkamp c.s. over het in kaart brengen van het aandeel van in NAVO-landen geproduceerde defensieproducten dat naar buiten de NAVO weglekt gehoord de beraadslaging, constaterende dat momenteel een substantieel deel van de in NAVO-landen geproduceerde defensieproducten wordt geëxporteerd naar landen buiten de NAVO; overwegende dat NAVO-landen meer samenwerken om de capaciteit van de defensie-industrie te vergroten; overwegende dat voor de vervulling van de toegenomen behoeften vanwege de noodzakelijke opschaling van belang is dat zo veel mogelijk in NAVO-landen geproduceerde producten binnen het bondgenootschap blijven en dat dit tevens kan bijdragen aan de strategische autonomie; verzoekt de regering om in kaart te brengen wat de omvang en ontwikkelingen zijn van het aandeel van in NAVO-landen geproduceerde defensieproducten dat weglekt naar landen buiten het NAVO-bondgenootschap en te bezien welke mogelijkheden er zijn om in samenwerking met NAVO-bondgenoten te borgen dat een groter aandeel hiervan binnen de NAVO-landen kan worden behouden en de Kamer over de uitkomsten hiervan te informeren,"
621,not_relevant,not_relevant,"Motie Weekers over doelmatigheid en doeltreffendheid van de subsidieregelingen gehoord de beraadslaging, constaterende, dat de Algemene Rekenkamer vraagtekens heeft gezet bij de effectiviteit van met name het grote aantal kleine subsidies; constaterende, dat er een aanzienlijk besparingspotentieel aanwezig is in de rijksuitgaven ten aanzien van subsidieregelingen; constaterende, dat in het Instrumentenoverzicht Rijk in het verleden geen beoordeling van de doelmatigheid en doeltreffendheid van de subsidieregelingen is opgenomen; van mening, dat een dergelijk oordeel noodzakelijk is om het besparingspotentieel eventueel te kunnen benutten; verzoekt de regering om in het Instrumentenoverzicht Rijk dat in 2010 verschijnt, een beoordeling op doelmatigheid en doeltreffendheid van de verschillende subsidieregelingen op te nemen,"
622,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Bromet over een registratiesysteem van landschapselementen gehoord de beraadslaging, overwegende dat landschapselementen zoals houtsingels en heggen van cruciale waarde zijn voor de natuur in het agrarisch cultuurlandschap; overwegende dat de registratie van landschapselementen een voorwaarde is voor goede bescherming van de landschapselementen; overwegende dat daarmee ook financiële steun voor dergelijke elementen via betalingen uit het gemeenschappelijk landbouwbeleid mogelijk wordt gemaakt, inclusief directe betalingen aan alle deelnemende boeren; overwegende dat agrariërs met landschapselementen zo de erkenning krijgen dat deze onderdeel zijn van hun bedrijfsvoering; verzoekt de regering, te investeren in een registratiesysteem van landschapselementen op zodanige wijze dat deze elementen meegenomen kunnen worden in de hectarevergoedingen als onderdeel van de directe betalingen, zodat de landschapselementen effectief beschermd kunnen worden,"
623,not_relevant,not_relevant,"Motie Sap c.s. over netto uitbetalen van het pgb gehoord de beraadslaging, overwegende, dat veel gemeenten ervoor kiezen om het persoonsgebonden budget (pgb) bruto uit te betalen en de eigen bijdrage door het CAK te laten verrekenen; overwegende, dat door bruto uitbetaling budgethouders te vaak onbewust en te laat geconfronteerd worden met hoge eigenbijdragerekeningen; van mening, dat bij de wijze van uitbetalen van het pgb niet bureaucratische overwegingen, maar de belangen van de budgethouder voorop dienen te staan; van mening, dat bruto uitbetalen van het pgb bovendien tot onnodig heenen weerschuiven van gemeenschapsgeld leidt; verzoekt de regering ervoor zorg te dragen dat gemeenten het pgb netto gaan uitbetalen en de Kamer voor de zomer over de met gemeenten gemaakte afspraken te informeren,"
624,not_relevant,not_relevant,"Motie van het lid Van Nispen c.s. over de randvoorwaarden voor een kantoortoeslag uitwerken gehoord de beraadslaging, constaterende dat een redelijk inkomen voor sociaal advocaten van groot belang is om de sociale advocatuur overeind te houden en de -Van der Meer II de kantoortoeslag als een belangrijke impuls ziet om samenwerking tussen kantoren te stimuleren en daarmee nieuwe sociaal advocaten op te leiden, een randvoorwaarde voor het waarborgen van de toegang tot het recht; overwegende dat schaal 12, trede 10 cao Rijk door diverse achtereenvolgende regeringen als redelijk inkomen van een sociaal advocaat is vastgesteld en is opgenomen in de opdracht aan de -Van der Meer II; constaterende dat de heeft vastgesteld dat de kantoortoeslag van € 14,82 naast de verhoging van het punttarief met € 1,46 voor advocaten werkzaam in kantoren noodzakelijk is om op genoemd referentie-inkomen uit te komen; verzoekt de regering opdracht te geven aan de Raad voor Rechtsbijstand om de randvoorwaarden voor een kantoortoeslag in samenwerking met de advocatuur voor de zomer nader uit te werken en de Kamer te informeren welke opvolging hieraan gegeven gaat worden,"
625,not_relevant,not_relevant,"Motie van het lid El Abassi over onderzoek doen naar de stijging van de kosten voor het behalen van een rijbewijs en mogelijkheden om deze kosten te verlagen gehoord de beraadslaging, constaterende dat het halen van een rijbewijs gemiddeld € 600 duurder is geworden in vergelijking met drie jaar geleden; overwegende dat deze exponentiële stijging een enorm obstakel is voor het behalen van een rijbewijs; overwegende dat er in het rapport-Roemer, Van rijles naar rijonderwijs, meer examenmomenten en strengere eisen voor de rijschoolbranche zijn opgenomen; verzoekt de regering onderzoek te doen naar de oorzaken van de stijging van de kosten voor het behalen van een rijbewijs en naar mogelijkheden om deze kosten te verlagen,"
626,not_relevant,not_relevant,"Motie van het lid Rutte over een leidende rol bij geneesmiddelenonderzoek met vrouwen en comorbide patiënten gehoord de beraadslaging, constaterende dat klinisch geneesmiddelenonderzoek op dit moment voornamelijk wordt uitgevoerd bij niet-comorbide mannen onder de 50 jaar, waardoor in de praktijk essentiële kennis ontbreekt over de effectiviteit en bijwerkingen van nieuwe geneesmiddelen bij vrouwen en comorbide oudere patiënten; constaterende dat daardoor na goedkeuring en toelating van nieuwe geneesmiddelen patiënten behandeld worden met nieuwe, dure geneesmiddelen waarvan de effectiviteit en bijwerkingen onvoldoende bekend zijn bij de verschillende gebruikersgroepen; overwegende dat dit onwenselijk is; van mening dat Nederland een leidende rol zou moeten krijgen bij klinisch geneesmiddelenonderzoek met vrouwen en comorbide patiënten, zodat meer patiënten sneller toegang krijgen tot nieuwe geneesmiddelen en de kennis over de daadwerkelijke effectiviteit en bijwerkingen toeneemt; verzoekt de regering, te onderzoeken op welke manier Nederland deze leidende rol kan krijgen, welke stappen daarvoor nodig zijn en hoe gebruik kan worden gemaakt van de aanwezige kennis, expertise en onderzoeksinfrastructuur, en de Kamer hierover voor de begroting voor het jaar 2017 te informeren,"
627,not_relevant,not_relevant,"Motie van het lid Van Vliet over evalueren van de belastingopbrengsten gehoord de beraadslaging, overwegende dat de regering de accijnstarieven op alcohol, tabak en brandstoffen gaat verhogen, de oldtimervrijstelling in de wegenbelasting gaat beperken tot voertuigen vanaf 40 jaar, de belasting op leidingwater gaat verhogen (die voor bedrijven echter in aftrek komt in de winstsfeer), het tarief in box 2 van de inkomstenbelasting eenmalig gaat verlagen onder gelijktijdige verruiming van de marge op het gebruikelijk loon, de schenkingsvrijstelling eenmalig verhoogt tot € 100.000, mits besteed aan een woning, en de stamrechtvrijstelling afschaft onder eenmalig afrekenen voor bestaand kapitaal tegen 80%; overwegende dat de weglekeffecten van deze operaties via verdwijnende omzet en winst zowel binnen als buiten de landsgrenzen een materieel effect kunnen hebben op de geraamde belastingopbrengsten; constaterende dat voor de accijnsverhogingen de staatssecretaris reeds heeft toegezegd voor de zomer van 2014 de weglekeffecten en de situatie van grensondernemers te evalueren; verzoekt de regering, de belastingopbrengsten van al de hierboven genoemde operaties te evalueren en voor de zomer van 2014 de Kamer hierover te informeren,"
