doc_id,frame,trigger,role,filler,entity_type,source,manifesto_id,party,year,phrase_text
0380_d66_2021,Causation,veroorzaakt,Cause,Droogte,FAC.GeographicalArea,manifestos,manifesto_0380_d66_2021,d66,2021,"Wonen in een duurzaam Nederland We leven in een van de dichtstbevolkte gebieden ter wereld. Dat betekent dat we keuzes moeten maken. D66 wil meer ruimte voor huizen, mobiliteit én natuur, waardoor er minder overblijft voor landbouw. Want mensen zijn vrij als ze de ruimte hebben. Als ze in een land wonen dat niet door droogte en overstromingen geteisterd wordt. Als hun leefomgeving schoon is en genoeg natuur biedt. Als ze een fijne plek hebben om te wonen, werken en samen te zijn. Klimaatverandering is de grootste uitdaging van onze tijd. In steden en dorpen lopen de temperaturen verder op en we zien steeds vaker wateroverlast door extreme regenval. Droogte maakt de landbouw en natuur steeds kwetsbaarder. Luchtvervuiling veroorzaakt 12 duizend vroegtijdige sterfgevallen per jaar. En door stijging van de zeespiegel komt ons land steeds verder onder zeeniveau te liggen. Het is onze plicht naar jongeren en toekomstige generaties om hier iets aan te doen."
0381_d66_2021,Causation,maken,Actor,we,GPE.Country.Country,manifestos,manifesto_0381_d66_2021,d66,2021,"Alleen samen met Europa en de wereld kunnen we klimaatverandering terugdringen. Door als Nederland voorop te lopen, creëren we nieuwe kansen. Er komen nieuwe banen in een groene industrie. Mensen kunnen hun eigen energie opwekken. Voor een duurzame toekomst moeten we andere keuzes maken: meer openbaar vervoer en elektrisch personenvervoer en onze huizen gaan van het gas af. Grondstoffen gaan we hergebruiken, repareren en recyclen. Speerpunt daarin is een transitie naar kringlooplandbouw en een einde aan de bio-industrie. Een fijne, groene omgeving met bomenrijen, parkjes en natuurgebieden houdt de temperatuur en overtollig water in bedwang. Zo kan de natuur zich herstellen en maken we Nederland 'klimaat-klaar.'"
0381_d66_2021,Causation,maken,Affected,Nederland,GPE.Country.Country,manifestos,manifesto_0381_d66_2021,d66,2021,"Alleen samen met Europa en de wereld kunnen we klimaatverandering terugdringen. Door als Nederland voorop te lopen, creëren we nieuwe kansen. Er komen nieuwe banen in een groene industrie. Mensen kunnen hun eigen energie opwekken. Voor een duurzame toekomst moeten we andere keuzes maken: meer openbaar vervoer en elektrisch personenvervoer en onze huizen gaan van het gas af. Grondstoffen gaan we hergebruiken, repareren en recyclen. Speerpunt daarin is een transitie naar kringlooplandbouw en een einde aan de bio-industrie. Een fijne, groene omgeving met bomenrijen, parkjes en natuurgebieden houdt de temperatuur en overtollig water in bedwang. Zo kan de natuur zich herstellen en maken we Nederland 'klimaat-klaar.'"
0381_d66_2021,Causation,maken,Actor,we,GPE.Country.Country,manifestos,manifesto_0381_d66_2021,d66,2021,"Alleen samen met Europa en de wereld kunnen we klimaatverandering terugdringen. Door als Nederland voorop te lopen, creëren we nieuwe kansen. Er komen nieuwe banen in een groene industrie. Mensen kunnen hun eigen energie opwekken. Voor een duurzame toekomst moeten we andere keuzes maken: meer openbaar vervoer en elektrisch personenvervoer en onze huizen gaan van het gas af. Grondstoffen gaan we hergebruiken, repareren en recyclen. Speerpunt daarin is een transitie naar kringlooplandbouw en een einde aan de bio-industrie. Een fijne, groene omgeving met bomenrijen, parkjes en natuurgebieden houdt de temperatuur en overtollig water in bedwang. Zo kan de natuur zich herstellen en maken we Nederland 'klimaat-klaar.'"
0386_d66_2021,Cause_expansion,uitgebreid.,Item,woningen,FAC.Building.ApartmentBuilding,manifestos,manifesto_0386_d66_2021,d66,2021,"Wij stimuleren innovaties, die het ook beter mogelijk maken om materialen te hergebruiken. We willen dat onderdelen van woningen los van elkaar gebouwd kunnen worden. Nieuwe constructies worden zo ontworpen dat woningen makkelijk kunnen worden verbouwd of uitgebreid. Hiervoor passen we bouwregelgeving aan. Voor overheidsgebouwen en corporatiewoningen stimuleren we dat gebouwdelen in en uit elkaar kunnen worden gehaald zonder dat ze beschadigen. We stellen een materialenpaspoort verplicht voor nieuwbouw en bestaande gebouwen. In het laatste geval wordt het materialenpaspoort langzaam gevuld met informatie."
0386_d66_2021,Removing,gehaald,Theme,gebouwdelen in en uit elkaar,FAC.Structure,manifestos,manifesto_0386_d66_2021,d66,2021,"Wij stimuleren innovaties, die het ook beter mogelijk maken om materialen te hergebruiken. We willen dat onderdelen van woningen los van elkaar gebouwd kunnen worden. Nieuwe constructies worden zo ontworpen dat woningen makkelijk kunnen worden verbouwd of uitgebreid. Hiervoor passen we bouwregelgeving aan. Voor overheidsgebouwen en corporatiewoningen stimuleren we dat gebouwdelen in en uit elkaar kunnen worden gehaald zonder dat ze beschadigen. We stellen een materialenpaspoort verplicht voor nieuwbouw en bestaande gebouwen. In het laatste geval wordt het materialenpaspoort langzaam gevuld met informatie."
0386_d66_2021,Causation,maken,Cause,die,VAL.Number.Number,manifestos,manifesto_0386_d66_2021,d66,2021,"Wij stimuleren innovaties, die het ook beter mogelijk maken om materialen te hergebruiken. We willen dat onderdelen van woningen los van elkaar gebouwd kunnen worden. Nieuwe constructies worden zo ontworpen dat woningen makkelijk kunnen worden verbouwd of uitgebreid. Hiervoor passen we bouwregelgeving aan. Voor overheidsgebouwen en corporatiewoningen stimuleren we dat gebouwdelen in en uit elkaar kunnen worden gehaald zonder dat ze beschadigen. We stellen een materialenpaspoort verplicht voor nieuwbouw en bestaande gebouwen. In het laatste geval wordt het materialenpaspoort langzaam gevuld met informatie."
0386_d66_2021,Causation,maken,Cause,"innovaties,",PER,manifestos,manifesto_0386_d66_2021,d66,2021,"Wij stimuleren innovaties, die het ook beter mogelijk maken om materialen te hergebruiken. We willen dat onderdelen van woningen los van elkaar gebouwd kunnen worden. Nieuwe constructies worden zo ontworpen dat woningen makkelijk kunnen worden verbouwd of uitgebreid. Hiervoor passen we bouwregelgeving aan. Voor overheidsgebouwen en corporatiewoningen stimuleren we dat gebouwdelen in en uit elkaar kunnen worden gehaald zonder dat ze beschadigen. We stellen een materialenpaspoort verplicht voor nieuwbouw en bestaande gebouwen. In het laatste geval wordt het materialenpaspoort langzaam gevuld met informatie."
0389_d66_2021,Intentionally_act,doen.,Agent,iedereen,PER,manifestos,manifesto_0389_d66_2021,d66,2021,"Strijden voor een beter klimaat Iedereen krijgt te maken met klimaatverandering, ook wij in Nederland. Nu al overstromen onze kelders op het ene moment, terwijl er het volgende moment extreme droogte is. Het regent weerrecords. Wetenschappers waarschuwen steeds luider: we moeten ernaar streven dat de aarde niet meer dan anderhalve graad opwarmt. Dat hebben we ook afgesproken in het Klimaatakkoord van Parijs. D66 heeft gestreden voor een nationaal klimaatakkoord. Daarmee leveren we onze bijdrage aan een wereldwijde uitdaging. Maar alleen komen we er niet. We werken samen met andere Europese landen in de Green Deal aan een groen herstel na de coronacrisis. We pakken als handelsland de kansen om klimaatverandering aan te pakken en tegelijk banen te creëren in een groene economie. Steeds meer mensen en bedrijven gaan bewust om met hun klimaatimpact. Er ligt een taak voor de overheid om de leiding te nemen en te helpen, zodat iedereen mee moet en ook kán doen. Zoals we in het verleden ook hebben gedaan met de bouw van dijken, spoorwegen en windmolens. Door heldere doelen te stellen. Door een deel van de risico's te dragen van energieopwekking en infrastructuur aan te leggen. Door de groene keuze voor iedereen de logische keuze te maken: makkelijk en goedkoop. En door inwoners mee te laten praten, beslissen en profiteren."
0389_d66_2021,Leadership,overheid,Leader,overheid,ORG.Government,manifestos,manifesto_0389_d66_2021,d66,2021,"Strijden voor een beter klimaat Iedereen krijgt te maken met klimaatverandering, ook wij in Nederland. Nu al overstromen onze kelders op het ene moment, terwijl er het volgende moment extreme droogte is. Het regent weerrecords. Wetenschappers waarschuwen steeds luider: we moeten ernaar streven dat de aarde niet meer dan anderhalve graad opwarmt. Dat hebben we ook afgesproken in het Klimaatakkoord van Parijs. D66 heeft gestreden voor een nationaal klimaatakkoord. Daarmee leveren we onze bijdrage aan een wereldwijde uitdaging. Maar alleen komen we er niet. We werken samen met andere Europese landen in de Green Deal aan een groen herstel na de coronacrisis. We pakken als handelsland de kansen om klimaatverandering aan te pakken en tegelijk banen te creëren in een groene economie. Steeds meer mensen en bedrijven gaan bewust om met hun klimaatimpact. Er ligt een taak voor de overheid om de leiding te nemen en te helpen, zodat iedereen mee moet en ook kán doen. Zoals we in het verleden ook hebben gedaan met de bouw van dijken, spoorwegen en windmolens. Door heldere doelen te stellen. Door een deel van de risico's te dragen van energieopwekking en infrastructuur aan te leggen. Door de groene keuze voor iedereen de logische keuze te maken: makkelijk en goedkoop. En door inwoners mee te laten praten, beslissen en profiteren."
0389_d66_2021,Intentionally_act,gedaan,Agent,we,PER,manifestos,manifesto_0389_d66_2021,d66,2021,"Strijden voor een beter klimaat Iedereen krijgt te maken met klimaatverandering, ook wij in Nederland. Nu al overstromen onze kelders op het ene moment, terwijl er het volgende moment extreme droogte is. Het regent weerrecords. Wetenschappers waarschuwen steeds luider: we moeten ernaar streven dat de aarde niet meer dan anderhalve graad opwarmt. Dat hebben we ook afgesproken in het Klimaatakkoord van Parijs. D66 heeft gestreden voor een nationaal klimaatakkoord. Daarmee leveren we onze bijdrage aan een wereldwijde uitdaging. Maar alleen komen we er niet. We werken samen met andere Europese landen in de Green Deal aan een groen herstel na de coronacrisis. We pakken als handelsland de kansen om klimaatverandering aan te pakken en tegelijk banen te creëren in een groene economie. Steeds meer mensen en bedrijven gaan bewust om met hun klimaatimpact. Er ligt een taak voor de overheid om de leiding te nemen en te helpen, zodat iedereen mee moet en ook kán doen. Zoals we in het verleden ook hebben gedaan met de bouw van dijken, spoorwegen en windmolens. Door heldere doelen te stellen. Door een deel van de risico's te dragen van energieopwekking en infrastructuur aan te leggen. Door de groene keuze voor iedereen de logische keuze te maken: makkelijk en goedkoop. En door inwoners mee te laten praten, beslissen en profiteren."
0392_d66_2021,Bringing,brengen,Theme,partijen,ORG.CommercialOrganization,manifestos,manifesto_0392_d66_2021,d66,2021,"De industrie wordt groen We helpen de industrie om sneller te verduurzamen. Dit doen we door partijen bij elkaar te brengen en zeker te stellen dat tijdig voldoende duurzame energie wordt opgewekt, getransporteerd en gebruikt. De overheid zal een deel van risico's moeten dragen van investeringen in energieopwekking en opslag. We steunen bedrijven bij groene investeringen. We stimuleren pionierende projecten, zoals voor het produceren van groene waterstof en de elektrificatie van industriële processen. We investeren in technieken die de CO2-uitstoot op korte termijn verlagen, zoals afvang en opslag van CO2, bijvoorbeeld bij de productie van blauwe waterstof. We investeren in opschalen van elektrificatie en hybride systemen in de industrie voor grootschalige productie van hoge temperatuur warmte en opwaarderen van restwarmte. We passen wetten en regels aan die partijen hinderen in het tijdig investeren voor de energietransitie. De industrie moet samenwerken om de omslag te maken naar elektriciteit, afvang van CO2, en de inzet van beiden voor de productie van basischemicaliën zoals waterstof, methanol en mierenzuur. Subsidies voor energiebesparende innovaties moeten ook voor consortia van samenwerkende bedrijven beschikbaar worden. Hier liggen kansen voor de grote industriegebieden in Zeeland, Chemelot in Limburg, Eemshaven-Delfzijl-Emmen, RotterdamMoerdijk en het Noordzeekanaalgebied in Noord-Holland, maar ook voor kleinere clusters. Bedrijven moeten in hun jaarverslag volgens een standaard inzicht geven in hun klimaatimpact. Banken moeten hogere buffers aanhouden voor leningen aan en investeringen in nietduurzame bedrijven."
0392_d66_2021,Leadership,overheid,Leader,overheid,ORG.Government,manifestos,manifesto_0392_d66_2021,d66,2021,"De industrie wordt groen We helpen de industrie om sneller te verduurzamen. Dit doen we door partijen bij elkaar te brengen en zeker te stellen dat tijdig voldoende duurzame energie wordt opgewekt, getransporteerd en gebruikt. De overheid zal een deel van risico's moeten dragen van investeringen in energieopwekking en opslag. We steunen bedrijven bij groene investeringen. We stimuleren pionierende projecten, zoals voor het produceren van groene waterstof en de elektrificatie van industriële processen. We investeren in technieken die de CO2-uitstoot op korte termijn verlagen, zoals afvang en opslag van CO2, bijvoorbeeld bij de productie van blauwe waterstof. We investeren in opschalen van elektrificatie en hybride systemen in de industrie voor grootschalige productie van hoge temperatuur warmte en opwaarderen van restwarmte. We passen wetten en regels aan die partijen hinderen in het tijdig investeren voor de energietransitie. De industrie moet samenwerken om de omslag te maken naar elektriciteit, afvang van CO2, en de inzet van beiden voor de productie van basischemicaliën zoals waterstof, methanol en mierenzuur. Subsidies voor energiebesparende innovaties moeten ook voor consortia van samenwerkende bedrijven beschikbaar worden. Hier liggen kansen voor de grote industriegebieden in Zeeland, Chemelot in Limburg, Eemshaven-Delfzijl-Emmen, RotterdamMoerdijk en het Noordzeekanaalgebied in Noord-Holland, maar ook voor kleinere clusters. Bedrijven moeten in hun jaarverslag volgens een standaard inzicht geven in hun klimaatimpact. Banken moeten hogere buffers aanhouden voor leningen aan en investeringen in nietduurzame bedrijven."
0392_d66_2021,Bringing,getransporteerd,Theme,tijdig voldoende duurzame energie,COM,manifestos,manifesto_0392_d66_2021,d66,2021,"De industrie wordt groen We helpen de industrie om sneller te verduurzamen. Dit doen we door partijen bij elkaar te brengen en zeker te stellen dat tijdig voldoende duurzame energie wordt opgewekt, getransporteerd en gebruikt. De overheid zal een deel van risico's moeten dragen van investeringen in energieopwekking en opslag. We steunen bedrijven bij groene investeringen. We stimuleren pionierende projecten, zoals voor het produceren van groene waterstof en de elektrificatie van industriële processen. We investeren in technieken die de CO2-uitstoot op korte termijn verlagen, zoals afvang en opslag van CO2, bijvoorbeeld bij de productie van blauwe waterstof. We investeren in opschalen van elektrificatie en hybride systemen in de industrie voor grootschalige productie van hoge temperatuur warmte en opwaarderen van restwarmte. We passen wetten en regels aan die partijen hinderen in het tijdig investeren voor de energietransitie. De industrie moet samenwerken om de omslag te maken naar elektriciteit, afvang van CO2, en de inzet van beiden voor de productie van basischemicaliën zoals waterstof, methanol en mierenzuur. Subsidies voor energiebesparende innovaties moeten ook voor consortia van samenwerkende bedrijven beschikbaar worden. Hier liggen kansen voor de grote industriegebieden in Zeeland, Chemelot in Limburg, Eemshaven-Delfzijl-Emmen, RotterdamMoerdijk en het Noordzeekanaalgebied in Noord-Holland, maar ook voor kleinere clusters. Bedrijven moeten in hun jaarverslag volgens een standaard inzicht geven in hun klimaatimpact. Banken moeten hogere buffers aanhouden voor leningen aan en investeringen in nietduurzame bedrijven."
0393_d66_2021,Leadership,volksvertegenwoordigers,Leader,volksvertegenwoordigers,PER.Politician,manifestos,manifesto_0393_d66_2021,d66,2021,"De klimaatopgave is de grootste maatschappelijke uitdaging van onze tijd. Daarom verdient het alle aandacht in de Tweede Kamer, het hart van de politiek. Na het sluiten van het klimaatakkoord zijn nu burgers en volksvertegenwoordigers aan de beurt om te debatteren over de keuzes rond verduurzamen. We willen een eerlijke en rechtvaardige omslag, waarbij iedereen mee kan komen. Bij de omslag staat meedenken, meepraten en meeprofiteren voor D66 centraal. Jongeren leven in de wereld die wij achterlaten. We voeren een 'generatietoets' in om de stem van volgende generaties actief te betrekken in het klimaatdebat. We vragen een burgerforum om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt."
0393_d66_2021,Leadership,Parlement,Leader,Parlement,ORG.Government.LegislativeBody,manifestos,manifesto_0393_d66_2021,d66,2021,"De klimaatopgave is de grootste maatschappelijke uitdaging van onze tijd. Daarom verdient het alle aandacht in de Tweede Kamer, het hart van de politiek. Na het sluiten van het klimaatakkoord zijn nu burgers en volksvertegenwoordigers aan de beurt om te debatteren over de keuzes rond verduurzamen. We willen een eerlijke en rechtvaardige omslag, waarbij iedereen mee kan komen. Bij de omslag staat meedenken, meepraten en meeprofiteren voor D66 centraal. Jongeren leven in de wereld die wij achterlaten. We voeren een 'generatietoets' in om de stem van volgende generaties actief te betrekken in het klimaatdebat. We vragen een burgerforum om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt."
0393_d66_2021,Request,vragen,Addressee,een burgerforum,ORG.Government.LegislativeBody,manifestos,manifesto_0393_d66_2021,d66,2021,"De klimaatopgave is de grootste maatschappelijke uitdaging van onze tijd. Daarom verdient het alle aandacht in de Tweede Kamer, het hart van de politiek. Na het sluiten van het klimaatakkoord zijn nu burgers en volksvertegenwoordigers aan de beurt om te debatteren over de keuzes rond verduurzamen. We willen een eerlijke en rechtvaardige omslag, waarbij iedereen mee kan komen. Bij de omslag staat meedenken, meepraten en meeprofiteren voor D66 centraal. Jongeren leven in de wereld die wij achterlaten. We voeren een 'generatietoets' in om de stem van volgende generaties actief te betrekken in het klimaatdebat. We vragen een burgerforum om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt."
0393_d66_2021,Request,vragen,Message,"om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt.",PER.Politician,manifestos,manifesto_0393_d66_2021,d66,2021,"De klimaatopgave is de grootste maatschappelijke uitdaging van onze tijd. Daarom verdient het alle aandacht in de Tweede Kamer, het hart van de politiek. Na het sluiten van het klimaatakkoord zijn nu burgers en volksvertegenwoordigers aan de beurt om te debatteren over de keuzes rond verduurzamen. We willen een eerlijke en rechtvaardige omslag, waarbij iedereen mee kan komen. Bij de omslag staat meedenken, meepraten en meeprofiteren voor D66 centraal. Jongeren leven in de wereld die wij achterlaten. We voeren een 'generatietoets' in om de stem van volgende generaties actief te betrekken in het klimaatdebat. We vragen een burgerforum om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt."
0393_d66_2021,Request,vragen,Speaker,We,ORG.Government,manifestos,manifesto_0393_d66_2021,d66,2021,"De klimaatopgave is de grootste maatschappelijke uitdaging van onze tijd. Daarom verdient het alle aandacht in de Tweede Kamer, het hart van de politiek. Na het sluiten van het klimaatakkoord zijn nu burgers en volksvertegenwoordigers aan de beurt om te debatteren over de keuzes rond verduurzamen. We willen een eerlijke en rechtvaardige omslag, waarbij iedereen mee kan komen. Bij de omslag staat meedenken, meepraten en meeprofiteren voor D66 centraal. Jongeren leven in de wereld die wij achterlaten. We voeren een 'generatietoets' in om de stem van volgende generaties actief te betrekken in het klimaatdebat. We vragen een burgerforum om mee te denken over keuzes in de klimaattransitie. We leunen minder op staatscommissies en de polder. Nieuwe akkoorden voor het klimaat, milieu en biodiversiteit worden in de Tweede Kamer en het Europees Parlement bereikt."
0394_d66_2021,Bringing,brengt,Theme,een enorm potentieel aan nieuwe groene banen,FAC.Way.Street,manifestos,manifesto_0394_d66_2021,d66,2021,"De energietransitie zal leiden tot een verlies aan fossiele banen, maar brengt een enorm potentieel aan nieuwe groene banen met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66 wil dat mbo's, hogescholen en universiteiten kunnen meepraten en meedenken met de lokale, nationale en Europese klimaatplannen. In het onderwijs worden de vakmensen van de toekomst opgeleid. Werkgevers worden gestimuleerd om bij- en omscholing aan te bieden aan hun werknemers. Bij sluiting en afschaling van fossiele industrieën denken de overheden samen met de sociale partners mee over een sociaal plan om werknemers naar een nieuwe baan te begeleiden."
0394_d66_2021,Bringing,brengt,Agent,"met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66",PER,manifestos,manifesto_0394_d66_2021,d66,2021,"De energietransitie zal leiden tot een verlies aan fossiele banen, maar brengt een enorm potentieel aan nieuwe groene banen met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66 wil dat mbo's, hogescholen en universiteiten kunnen meepraten en meedenken met de lokale, nationale en Europese klimaatplannen. In het onderwijs worden de vakmensen van de toekomst opgeleid. Werkgevers worden gestimuleerd om bij- en omscholing aan te bieden aan hun werknemers. Bij sluiting en afschaling van fossiele industrieën denken de overheden samen met de sociale partners mee over een sociaal plan om werknemers naar een nieuwe baan te begeleiden."
0394_d66_2021,Bringing,brengt,Agent,De energietransitie,FAC.Way,manifestos,manifesto_0394_d66_2021,d66,2021,"De energietransitie zal leiden tot een verlies aan fossiele banen, maar brengt een enorm potentieel aan nieuwe groene banen met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66 wil dat mbo's, hogescholen en universiteiten kunnen meepraten en meedenken met de lokale, nationale en Europese klimaatplannen. In het onderwijs worden de vakmensen van de toekomst opgeleid. Werkgevers worden gestimuleerd om bij- en omscholing aan te bieden aan hun werknemers. Bij sluiting en afschaling van fossiele industrieën denken de overheden samen met de sociale partners mee over een sociaal plan om werknemers naar een nieuwe baan te begeleiden."
0394_d66_2021,Leadership,overheden,Leader,overheden,ORG.Government,manifestos,manifesto_0394_d66_2021,d66,2021,"De energietransitie zal leiden tot een verlies aan fossiele banen, maar brengt een enorm potentieel aan nieuwe groene banen met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66 wil dat mbo's, hogescholen en universiteiten kunnen meepraten en meedenken met de lokale, nationale en Europese klimaatplannen. In het onderwijs worden de vakmensen van de toekomst opgeleid. Werkgevers worden gestimuleerd om bij- en omscholing aan te bieden aan hun werknemers. Bij sluiting en afschaling van fossiele industrieën denken de overheden samen met de sociale partners mee over een sociaal plan om werknemers naar een nieuwe baan te begeleiden."
0394_d66_2021,Causation,leiden,Cause,De energietransitie,FAC.Way,manifestos,manifesto_0394_d66_2021,d66,2021,"De energietransitie zal leiden tot een verlies aan fossiele banen, maar brengt een enorm potentieel aan nieuwe groene banen met zich mee. Denk aan technici als monteurs, installateurs, bouwkundigen en elektriciens. D66 wil dat iedereen mee kan doen. Door middel van omen bijscholing worden werknemers uit de fossiele industrie kansen geboden in de schone maakindustrie van de toekomst. Goed opgeleide vakmensen zijn cruciaal voor een geslaagde energietransitie. D66 wil dat mbo's, hogescholen en universiteiten kunnen meepraten en meedenken met de lokale, nationale en Europese klimaatplannen. In het onderwijs worden de vakmensen van de toekomst opgeleid. Werkgevers worden gestimuleerd om bij- en omscholing aan te bieden aan hun werknemers. Bij sluiting en afschaling van fossiele industrieën denken de overheden samen met de sociale partners mee over een sociaal plan om werknemers naar een nieuwe baan te begeleiden."
0395_d66_2021,Intentionally_act,doen.,Agent,wij,PER,manifestos,manifesto_0395_d66_2021,d66,2021,"Vervoer is belangrijk om naar je werk, opleiding, vrienden of familie te gaan. Ook als we vaker thuiswerken, zal Nederland vastlopen als wij nu niets doen. We moeten anders en slimmer naar alle modaliteiten (auto, fiets, OV) van vervoer kijken, zodat we ook in de nieuwe realiteit op een duurzame en verantwoorde manier onze bestemmingen kunnen bereiken. Bij investeringen in mobiliteit staan bereikbaarheid en duurzaamheid bij ons voorop. Wij willen dat het openbaar vervoer in de stedelijke omgeving aantrekkelijker wordt dan de auto. We investeren in een snellere OV-verbinding naar Noord- en Zuid-Nederland en onze Oosterburen. We stimuleren ook de grote innovaties die worden verwacht met schoner, zelfrijdend vervoer. Wij bieden reizigers meer vervoers- en overstapmogelijkheden, bijvoorbeeld via de fiets, elektrische scooters of (deel)auto's. Dit vraagt om grote investeringen, maar die zijn noodzakelijk, ook voor een schonere lucht."
0396_d66_2021,Cause_expansion,uitbreiding,Item,van het spoor.,FAC.Way.Street,manifestos,manifesto_0396_d66_2021,d66,2021,"Het openbaar vervoer is een duurzame manier om van A naar B te komen. D66 is voor uitbreiding van het spoor. In heel Nederland - van Groningen tot Maastricht - gaan treinen, trams en (elektrische) bussen vaker rijden."
0396_d66_2021,Bringing,openbaar vervoer,Goal,openbaar vervoer,VEH.Aircraft.Drone,manifestos,manifesto_0396_d66_2021,d66,2021,"Het openbaar vervoer is een duurzame manier om van A naar B te komen. D66 is voor uitbreiding van het spoor. In heel Nederland - van Groningen tot Maastricht - gaan treinen, trams en (elektrische) bussen vaker rijden."
0397_d66_2021,Bringing,vervoer.,Goal,vervoer.,PER,manifestos,manifesto_0397_d66_2021,d66,2021,"We reserveren binnen het Mobiliteitsfonds meer geld voor infrastructuur, vooral voor openbaar vervoer. De focus op de auto binnen het huidige fonds houdt een echte keuze voor OV, en daarmee schone verstedelijking, tegen."
0397_d66_2021,Bringing,vervoer.,Goal,openbaar,VEH.Aircraft.Drone,manifestos,manifesto_0397_d66_2021,d66,2021,"We reserveren binnen het Mobiliteitsfonds meer geld voor infrastructuur, vooral voor openbaar vervoer. De focus op de auto binnen het huidige fonds houdt een echte keuze voor OV, en daarmee schone verstedelijking, tegen."
0399_d66_2021,Bringing,Goederenvervoer,Theme,Goederenvervoer,VAL.Number.Number,manifestos,manifesto_0399_d66_2021,d66,2021,Goederenvervoer per spoor moet in 2025 volledig elektrisch zijn.
0402_d66_2021,Request,zorgen,Speaker,We,PER,manifestos,manifesto_0402_d66_2021,d66,2021,"We hebben in het klimaatakkoord afgesproken om vanaf 2030 alleen nog emissievrije auto's te verkopen. We zorgen dat dit ook daadwerkelijk gaat gebeuren. Dat geldt ook voor andere emissievrije vervoermiddelen, zoals emissievrije bromfietsen. D66 zorgt ervoor dat het gebruik van alle niet-emissievrije voertuigen snel wordt teruggebracht. Elektrische auto's moeten voor particulieren en tweedehands aantrekkelijker worden, bijvoorbeeld door een tijdelijke aankoopsubsidie of garanties op de batterijen van tweedehands auto's. We blijven investeren in laadpalen. Ook in slimme laadpalen, waarmee elektrische auto's kunnen laden wanneer de stroom goedkoop is en weer terug kunnen leveren aan het net wanneer er tekorten"
0402_d66_2021,Request,zorgen,Speaker,D66,ORG.CommercialOrganization,manifestos,manifesto_0402_d66_2021,d66,2021,"We hebben in het klimaatakkoord afgesproken om vanaf 2030 alleen nog emissievrije auto's te verkopen. We zorgen dat dit ook daadwerkelijk gaat gebeuren. Dat geldt ook voor andere emissievrije vervoermiddelen, zoals emissievrije bromfietsen. D66 zorgt ervoor dat het gebruik van alle niet-emissievrije voertuigen snel wordt teruggebracht. Elektrische auto's moeten voor particulieren en tweedehands aantrekkelijker worden, bijvoorbeeld door een tijdelijke aankoopsubsidie of garanties op de batterijen van tweedehands auto's. We blijven investeren in laadpalen. Ook in slimme laadpalen, waarmee elektrische auto's kunnen laden wanneer de stroom goedkoop is en weer terug kunnen leveren aan het net wanneer er tekorten"
