motie_id,party,year,text,bloc,source,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,voice_n_sentences,voice_n_passive,voice_n_active,voice_prop_passive,voice_prop_active,neg_n_sentences,neg_n_negated,neg_prop_negated,mod_n_sentences,mod_prop_obligation,mod_prop_possibility,mod_prop_hedging,mod_prop_negation_mod,mod_prop_any_modal
,D66,2023,"D66 wil werken aan gezondheid door te investeren in gezonde leefbare huisvesting en in betere luchtkwaliteit, door te zorgen voor goed openbaar vervoer en door steden voetganger- en fietsvriendelijk te maken.",Center,manifestos,1,1,1,1,3,1,1,1,0,1,0.0,1.0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Na een werkdag kun je met je kind genieten van een gezonde leefomgeving in het buitengebied en in de steden. Dankzij een basisbedrag om onder andere de extra kosten die er nu nog zijn als gevolg van de transitie te compenseren, kun je kiezen voor duurzame producten. Met een klimaatticket kun je voor een vaste lage prijs met het openbaar vervoer reizen.",Center,manifestos,2,1,1,1,3,1,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,1.0,0.0,0.0,1.0
,D66,2023,"Veel te veel schoolgebouwen zijn in slechte staat. Dat gaan we aanpakken. Als we gebouwen goed isoleren en de energierekening omlaag brengen, blijft er meer geld over voor goed onderwijs. Gezonde lucht in de klas zorgt voor een goede omgeving om te leren. En schoolpleinen met veel groen dragen bij aan speelgenot en ontspanning. Een goed schoolgebouw draagt bij aan de onderwijskwaliteit en is de basis om inclusief onderwijs en de rijke schooldag verder te realiseren. Daarnaast geeft een goed schoolgebouw een impuls aan de leefomgeving en kan het de buurt of een dorp aantrekkelijk maken.",Center,manifestos,2,1,1,1,3,1,1,6,0,6,0.0,1.0,7,0,0.0,7,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
,D66,2023,Eigenaren van woonhuismonumenten worden beter geholpen met (de financiering van) restaureren en verduurzamen. Vanuit het Klimaatfonds worden hier middelen voor gereserveerd. De Verbouwing van Nederland wordt gerealiseerd op een erfgoed-inclusieve manier.,Center,manifestos,2,1,1,1,2,1,1,3,3,0,1.0,0.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Onze leefomgeving staat onder druk, er is een tekort aan woningen en de bodem- en watersystemen voldoen niet meer als gevolg van het sterk veranderende klimaat. En we hebben veel wensen, zoals een toekomstbestendig voedselsysteem, een sterkere natuur, weerbare dijken en blijven reizen. Dat vraagt om innovatieve keuzes en een spaarzame omgang met de vierkante meters in ons land. De afgelopen jaren zijn echte keuzes vooruitgeschoven. Ondertussen zijn de opgaven complexer geworden, is de ruimte beperkter en worden de keuzes alleen maar moeilijker. De verandering van het klimaat en de druk op het milieu versnellen de urgentie.",Center,manifestos,1,1,1,1,3,4,1,6,2,4,0.3333333333333333,0.6666666666666666,6,1,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0
,D66,2023,"We werken toe naar een klimaatneutrale landbouw in 2040. Dat vraagt om forse investeringen in de landbouw, meer grondgebondenheid en een sterkere positie van boeren ten opzichte van de voedings- en levensmiddelenindustrie. In lijn met het rapport 'Wat kan wel' van de commissie-Remkes, halveren we de stikstofuitstoot in 2030.",Center,manifestos,3,1,3,1,3,2,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
,D66,2023,"We introduceren een klimaatticket voor het openbaar vervoer: met één kaart tegen een gereduceerd tarief reizen in al het openbaar vervoer buiten de spits. We maken autorijden eerlijker door rekeningrijden in te voeren, waarbij we rekening houden met de regionale verschillen.",Center,manifestos,2,1,1,1,1,1,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Maar nog belangrijker is dat deze claims ook veel nadelige gevolgen hebben die steeds zichtbaarder worden: milieuvervuiling, klimaatverandering, verdroging en watergebrek, verlies aan biodiversiteit en verrommeling van het landschap.",Center,manifestos,1,1,1,1,4,3,1,1,0,1,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,D66 wil dat er maximaal ingezet wordt op dubbel- en multigebruik. Vooral bij de opwek van duurzame energie liggen hier (nog) veel kansen op daken van gebouwen. Maar deze kansen liggen er ook in natuur en groenontwikkeling door natuur en waterberging combineren,Center,manifestos,1,1,1,1,2,1,1,3,1,2,0.3333333333333333,0.6666666666666666,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,Ook verduurzaming van bestaande en nieuwbouw speelt een grote rol. We isoleren álle huizen en starten bij de huishoudens die het meest last hebben van tochtige woningen en hoge energieprijzen.,Center,manifestos,1,1,1,1,2,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Een landelijk klimaatticket in het openbaar vervoer Het openbaar vervoer zorgt voor kansengelijkheid door banen, onderwijs en zorg bereikbaar te houden. Het draagt bij aan een beter klimaat en het helpt onze steden bereikbaar te houden. Tegelijkertijd heeft het openbaar vervoer tijdens de COVID-19 pandemie een gevoelige tik gekregen. Een deel van de reizigers werkt nog steeds thuis en uit angst voor de drukte in het openbaar vervoer is een groep overgestapt naar de fiets of auto. Daarbij is het openbaar vervoer als vitale infrastructuur ook lang blijven doorrijden, waardoor de reserves bij veel OV-bedrijven op zijn. We introduceren een landelijk klimaatticket, waarmee je voor een vaste lage prijs in bus, tram, metro en trein in Nederland buiten de spits kan reizen. Dat maakt reizen met het openbaar vervoer mogelijk voor meer mensen, laat nieuwe reizigers kennismaken met het openbaar vervoer en maakt de overstap naar het openbaar vervoer aantrekkelijker.",Center,manifestos,2,1,1,1,2,1,1,7,1,6,0.14285714285714285,0.8571428571428571,8,0,0.0,8,0.0,0.125,0.0,0.0,0.125
,D66,2023,Openbaar vervoer voor afstanden tot 700 kilometer moet goedkoper zijn dan het vliegtuig. In Europees verband streven we dan ook naar een hogesnelheidsnetwerk tussen alle Europese hoofdsteden op het vasteland en meer investeringen in internationale spoorverbindingen. De Rijksoverheid stopt zelf met het vliegen tot 700 kilometer.,Center,manifestos,2,1,1,1,1,1,1,2,0,2,0.0,1.0,3,0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
,D66,2023,"Bovendien moet je één kaartje kunnen boeken voor internationale reizen met zowel het vliegtuig als de trein, met een eerlijke vergelijking van de klimaatimpact.",Center,manifestos,1,2,1,1,1,1,1,1,0,1,0.0,1.0,1,0,0.0,1,1.0,0.0,0.0,0.0,1.0
,D66,2023,"De huidige regels van het Meerjarenprogramma Infrastructuur, Ruimte en Transport (MIRT) moeten op de kop. In plaats daarvan kiest D66 voor brede welvaart als instrument voor het maken van keuzes. Niet langer wordt er uitsluitend op basis van economische groei en rentabiliteit gekozen, maar we nemen zaken als schone lucht, natuur, klimaat, fijne leefomgeving, betere gezondheid en ruimtegebruik nadrukkelijk mee in onze afwegingen. Er wordt sterker integraal bekeken of het geheel aan lokale, regionale en landelijke investeringen de beste oplossing biedt.",Center,manifestos,1,2,1,1,3,1,1,3,2,1,0.6666666666666666,0.3333333333333333,4,1,0.25,4,0.25,0.0,0.0,0.0,0.25
,D66,2023,"We maken autorijden eerlijker door rekeningrijden in te voeren. Niet langer belasten we dan het bezit, maar het gebruik van de auto. Met een heffing gebaseerd op de mate van uitstoot van schadelijke stoffen, plaats, tijd en gewicht houden we rekening met de regionale verschillen, zorgen we voor schonere lucht en verminderen we de file. In de stedelijke gebieden hanteren we een hoger tarief.",Center,manifestos,2,2,1,1,3,1,1,4,0,4,0.0,1.0,4,1,0.25,4,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Om de toegankelijkheid van allerlei (semi)publieke vervoersdiensten te verbeteren, steunt D66 de ontwikkeling van apps voor actueel reisadvies via meerdere vervoersmiddelen waar je gelijk kan reserveren, boeken, betalen en de CO2-uitstoot van de reis wordt getoond. We willen dat alle vervoerders hun data hiervoor beschikbaar stellen, met inachtneming van privacy. Vervoerders mogen hun eigen dienst niet bevoordelen op hun app.",Center,manifestos,1,1,1,1,2,1,1,3,1,2,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,3,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
,D66,2023,Bestelbusjes rijden vaak meerdere keren heen en weer om online bestelde producten af te leveren. Dit is niet alleen slecht voor het klimaat maar leidt ook tot een hoop onnodige drukte. Om die reden wil D66 met grote online winkels afspraken maken om het ophalen van pakketjes aantrekkelijker te maken dan het bezorgen.,Center,manifestos,1,1,1,1,2,1,1,3,0,3,0.0,1.0,3,1,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Van A naar B zonder uitstoot is wat D66 betreft de toekomst. De mobiliteitssector veroorzaakt nu nog veel uitstoot en dat zal op weg naar klimaatneutraliteit in 2050 drastisch omlaag moeten. Daarom zetten we in op fiets, deelmobiliteit, het openbaar vervoer en elektrisch rijden. D66 kiest voor het principe van de vervuiler/gebruiker betaalt en daarom zijn we voorstander van een systeem van betalen naar gebruik. Voor D66 geldt dat wat elektrisch kan, elektrisch moet. We zien biogrond- en brandstoffen als een overbruggingsmiddel. Waterstof komt vooral terug in industrie, scheepvaart en luchtvaart.",Center,manifestos,2,2,2,1,3,3,1,7,0,7,0.0,1.0,7,0,0.0,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857
,D66,2023,"D66 wil de automobiliteit verduurzamen en zo de uitstoot van CO2, stikstof en fijnstof terugdringen. We blijven elektrische auto's stimuleren met subsidies en belastingvoordelen. Bij leasecontracten is voortaan een elektrische auto verplicht. We blijven investeren in laadpalen. Ook in slimme laadpalen, waarmee elektrische auto's kunnen laden wanneer de stroom goedkoop is en weer terug kunnen leveren aan het net wanneer er tekorten zijn. Zo worden auto's een opslagplaats voor energie. Netcongestie vormt een van de grootste uitdagingen bij het vormgeven van de energietransitie. Elektrische auto's kunnen gebruikt worden om pieken (en dalen) in de elektriciteitsproductie op te vangen. D66 wil dat Nederland zich sterk maakt in Europa om vanaf 2027 te verplichten dat alle nieuw verkochte elektrische auto's twee kanten op moeten kunnen laden. We zorgen voor de beschikbaarheid van voldoende snelladers en een transparant systeem aan de paal, zodat het opladen van je auto even makkelijk is als het opladen van je mobieltje en zodat daarbij vooraf duidelijk is hoeveel je betaalt. Ook wil D66 dat het tijdelijke lagere tarief voor de energiebelasting op publieke laadpalen wordt verlengd tot 2030.",Center,manifestos,3,1,3,1,2,2,1,10,3,7,0.3,0.7,11,0,0.0,11,0.09090909090909091,0.18181818181818182,0.0,0.0,0.2727272727272727
,D66,2023,"Wij helpen steden om de luchtkwaliteit in binnensteden te verbeteren. Daarom zetten we in op milieuzones voor personenauto's in minimaal vijftig steden in 2025. Voor de logistieke sector zetten we daarbij in op emissievrije zones. Naast voldoende laadpalen voor personenauto's wil D66 ook dat er middelen beschikbaar blijven om meer te investeren in de laadinfrastructuur voor vrachtwagens, scheepvaart en in de bouw. Ook wil D66 de subsidie voor waterstof bij het zware wegvervoer en in de binnenvaart handhaven. Grote werkgevers moedigen we aan het reisgedrag van hun werknemers te verduurzamen door fietsen en reizen met het OV meer te stimuleren en door bij leasecontracten emissievrije auto's te verschaffen in plaats van fossiele. Gezamenlijk zijn zij gehouden aan een jaarlijks CO2plafond als stok achter de deur. Te beginnen bij de Rijksoverheid zelf.",Center,manifestos,3,2,3,1,3,2,1,8,1,7,0.125,0.875,8,0,0.0,8,0.0,0.0,0.0,0.0,0.0
,D66,2023,Ook wil D66 de subsidie voor waterstof bij het zware wegvervoer en in de binnenvaart handhaven. Grote werkgevers moedigen we aan het reisgedrag van hun werknemers te verduurzamen door fietsen en reizen met het OV meer te stimuleren en door bij leasecontracten emissievrije auto's te verschaffen in plaats van fossiele. Gezamenlijk zijn zij gehouden aan een jaarlijks CO2plafond als stok achter de deur. Te beginnen bij de Rijksoverheid zelf.,Center,manifestos,3,2,1,1,2,1,1,4,1,3,0.25,0.75,4,0,0.0,4,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Steeds meer van onze goederen komen van fabrieken aan de andere kant van de wereld. De zeehavens van Rotterdam, Amsterdam, Zeeland, Noord-Holland en Groningen zijn van grote waarde voor onze economie. Veel van wat voor personenvervoer geldt, geldt ook voor goederenvervoer: het kan schoner en slimmer. We sluiten onze spoor-, water- en buistransportnetwerken beter aan op de energietransitie en de veranderende (internationale) goederenstromen.",Center,manifestos,2,1,1,1,2,1,1,3,0,3,0.0,1.0,5,0,0.0,5,0.0,0.2,0.0,0.0,0.2
,D66,2023,Goederenvervoer per spoor moet in 2025 volledig elektrisch zijn. We subsidiëren schonere scheepsmotoren voor de binnenvaartschepen en we introduceren walstroom voorzieningen voor zee- en binnenvaartschepen op strategische logische plekken in Europa.,Center,manifestos,1,1,1,1,2,2,1,1,0,1,0.0,1.0,2,0,0.0,2,0.5,0.0,0.0,0.0,0.5
,D66,2023,Goederenvervoer per spoor moet in 2025 volledig elektrisch zijn. We subsidiëren schonere scheepsmotoren voor de binnenvaartschepen en we introduceren walstroom voorzieningen voor zee- en binnenvaartschepen op strategische logische plekken in Europa. We dragen zorg voor voldoende openbare laadpalen met krachtstroom voor vrachtwagens.,Center,manifestos,1,1,1,1,2,2,1,2,0,2,0.0,1.0,3,0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
,D66,2023,"Met de vrachtwagenheffing zetten we een eerlijke prijs op het gebruik van onze wegen door transportbedrijven. Met de zogenaamde terugsluis investeren we in de verduurzaming van de transportsector, bijvoorbeeld met subsidies voor elektrische vrachtwagens.",Center,manifestos,2,1,1,1,2,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"We zetten ons in voor een wereldwijd minimum van CO2-toeslag op brandstoffen voor zee- en luchtvaart. Als genoeg landen dat toepassen, kunnen boten minder makkelijk over de grens tanken. Binnen Europa zijn daar nu de eerste stappen voor gezet met het onderbrengen van de zeescheepvaart onder het emissiehandelssysteem EU ETS voor schepen vanaf 5000 ton. D66 wil dat deze grens naar beneden gebracht wordt, zodat schepen vanaf 400 ton hieronder vallen, waaronder dus ook de binnenvaart.",Center,manifestos,1,1,2,1,1,1,1,4,2,2,0.5,0.5,4,0,0.0,4,0.0,0.25,0.0,0.0,0.25
,D66,2023,We passen afspraken met de Rijnlanden aan om accijns te kunnen heffen op binnenvaart en een prijs te vragen voor (lucht)vervuiling. Daarnaast gaan schepen verplicht duurzame brandstoffen bijmengen tot 15 procent in 2030.,Center,manifestos,2,1,1,1,2,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.5,0.0,0.0,0.5
,D66,2023,"Het zou niet uit moet maken waar je woont: iedereen verdient een kans op een gezond leven. Ook dat is kansengelijkheid. Daarom kiezen we voor fundamentele verduurzaming en een gezonde toekomst. Lelystad Airport gaat definitief niet open. Samen met de regio kijken we naar een goede nieuwe bestemming voor het vliegveld. Bovendien maken we een einde aan nachtvluchten vanaf Schiphol zodat bewoners rondom het gebied minder last hebben van geluidshinder en uitstoot. We bouwen windmolenparken om onze energie duurzaam op te wekken en stellen harde eisen aan de vervuilende industrie: Tata moet bijvoorbeeld snel schoner en duurzamer. We helpen alternatieven te zoeken, maar de industrie moet zelf ook investeren. Zo zorgen we voor een schonere lucht.",Center,manifestos,2,3,2,1,4,2,1,9,0,9,0.0,1.0,11,2,0.18181818181818182,11,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727
,D66,2023,D66 wil af van vervuilende vluchten op de korte afstand (tot 700 kilometer). Om die reden werken we in Europees verband aan een netwerk van hogesnelheidstreinen tussen alle Europese hoofdsteden en investeren we meer in internationale spoorverbindingen. In de tussentijd maken we het door middel van vliegbelastingen financieel aantrekkelijker om de trein te pakken.,Center,manifestos,3,1,2,1,3,2,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"D66 wil dat het aangekondigde CO2-plafond per luchthaven scherpere doelen gaat stellen dan de huidige doelen uit het Akkoord Duurzame Luchtvaart. Dat wil zeggen minstens 55% reductie van de CO2-uitstoot van de luchtvaart in Nederland in 2030 ten opzichte van 1990 en 100% reductie in 2050. Als het aan D66 ligt, wordt er afgebouwd naar een klimaatneutrale luchtvaart in 2050. D66 wil dat het CO2-plafond ook wordt ingezet voor de regionale luchthavens, zoals Rotterdam The Hague Airport, Groningen-Eelde en Maastricht-Aachen.",Center,manifestos,1,1,2,1,2,2,1,4,2,2,0.5,0.5,5,0,0.0,5,0.0,0.0,0.0,0.0,0.0
,D66,2023,"1990 en 100% reductie in 2050. Als het aan D66 ligt, wordt er afgebouwd naar een klimaatneutrale luchtvaart in 2050. D66 wil dat het CO2-plafond ook wordt ingezet voor de regionale luchthavens, zoals Rotterdam The Hague Airport, Groningen-Eelde en Maastricht-Aachen.",Center,manifestos,1,1,1,1,1,2,1,2,2,0,1.0,0.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,Op basis van internationale afspraken zijn belastingen op bijvoorbeeld kerosine onmogelijk. D66 wil dat Nederland samen met Europa het voortouw neemt om deze fossiele subsidies af te schaffen.,Center,manifestos,1,2,1,1,1,1,1,1,0,1,0.0,1.0,2,1,0.5,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"D66 wil een eerlijke vliegbelasting. Dit realiseren we door verschillende belastingen toe te passen op korte, middellange en lange vluchten: hoe verder je vliegt, hoe meer belasting je betaalt. Daarnaast belasten we de businessclass zwaarder dan economy class. Privévluchten worden naar verhouding tot hun uitstoot eerlijker belast. De uitstoot per passagier in een privévliegtuig is namelijk zo'n vijf tot zeven keer meer; dan is het alleen maar logisch dat de belasting dat ook is. Daarnaast betalen mensen meer voor hun ticket naarmate zij vaker vliegen. Tenslotte belasten we ook transfer reizigers om op die manier het vliegen op korte afstanden te ontmoedigen en de koppeling tussen vliegen en de trein op het Europese continent financieel aantrekkelijker te maken.",Center,manifestos,3,2,3,1,2,1,1,7,1,6,0.14285714285714285,0.8571428571428571,9,0,0.0,9,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Schone brandstoffen spelen een grote rol bij het verduurzamen van de luchtvaart. Daarom wil D66 het aandeel duurzame luchtvaartbrandstoffen (SAF) dat (vrijwillig) bijgemengd wordt, vergroten. Op dit moment geldt een EU-bijmengverplichting van 6 procent. D66 zou graag zien dat er wordt voldaan aan het nationale streven van 14 procent, zoals afgesproken in het Akkoord Duurzame Luchtvaart. In samenspraak met de luchtvaartsector en producenten van SAF werken we ernaar toe om dit doel op te hogen naar 20 procent. In Europa moeten we ambitieuzer te werk gaan. D66 pleit daar voor een verhoging van de bijmengverplichting.",Center,manifestos,2,2,3,1,2,2,1,7,2,5,0.2857142857142857,0.7142857142857143,7,0,0.0,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857
,D66,2023,"We maken werk van de verduurzaming van de luchtvaart. Door technologieën te ontwikkelen om elektrisch vliegen verder te brengen en door zelf waterstof en synthetische kerosine te ontwikkelen, kunnen we daar zelfs aan verdienen. D66 ziet een kans voor Nederland om de schone brandstoffenproducent van Europa te worden",Center,manifestos,3,1,1,1,2,1,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
,D66,2023,"We stellen een ambitieuze agenda voor elektrisch vliegen op, waarbij Caribisch Nederland als proeftuin fungeert. Elektrisch vliegen is namelijk een goed en schoon alternatief voor de korte afstanden, en de afstanden tussen de eilanden lenen zich goed voor de ontwikkeling en implementatie van elektrisch vliegen.",Center,manifestos,1,1,1,1,2,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"De stikstofaanpak gaat hand in hand met onze klimaatdoelen en natuurherstel. Veel maatregelen dringen tegelijkertijd de uitstoot van stikstof en broeikasgassen terug en een gezonde natuur maakt ons weerbaarder, ook tegen de gevolgen van klimaatverandering. Daarom hebben we niet alleen oog voor het terugdringen van de stikstofuitstoot, maar investeren we ook actief in herstel van de natuur. Dit betekent nieuwe leefgebieden creëren, bedreigde soorten beschermen en een gezonde natuurlijke balans bevorderen. Zo wil D66 in 2030 50.000 hectare meer natuur hebben gerealiseerd, en in 2040 zelfs 160.000 hectare meer.",Center,manifestos,1,1,2,1,3,2,1,5,0,5,0.0,1.0,5,1,0.2,5,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Om de uitstoot van stikstof te beperken, is de agrarische sector essentieel. We kijken verder dan alleen naar de boeren. De hele weg van voedselproductie tot voedselconsumptie bepaalt uiteindelijk of we de doelen die we stellen ook kunnen halen. We kijken samen met boeren, supermarkten, natuur- en milieuorganisaties, agrarische ondernemingen, decentrale overheden, de levensmiddelenindustrie en de consument hoe we de omslag kunnen maken. D66 wil een voedselvisie met een duidelijk transitiepad en perspectief voor de boer, de keten en de consument. Hierbij horen stimulerende en sturende instrumenten en investeringen. Ook grote vervuilende industrieën moeten hun verantwoordelijkheid nemen. D66 wil strengere emissienormen en een actieve rol van de overheid in het verminderen van de stikstofuitstoot in deze sectoren. We bevorderen innovatie en investeren in technologieën die de uitstoot verminderen, terwijl we zorgen voor een rechtvaardige transitie voor werknemers en bedrijven. Op het gebied van mobiliteit houden we vast aan een maximumsnelheid van 100 km/uur. Lelystad Airport gaat niet open. En we stimuleren elektrische voertuigen, zodat de uitstoot ook daar snel minder wordt.",Center,manifestos,3,2,2,1,3,2,1,12,0,12,0.0,1.0,12,1,0.08333333333333333,12,0.08333333333333333,0.16666666666666666,0.0,0.0,0.25
,D66,2023,"We streven naar klimaatneutrale landbouw in Nederland tegen 2040. Elke sector draagt bij aan onze klimaatdoelstellingen en er is geen tijd te verliezen. Voor de landbouw en de rest van de keten betekent dit dat er maatwerk komt per sector met stimulerend, maar ook sturend beleid.",Center,manifestos,1,1,1,1,2,3,1,3,0,3,0.0,1.0,3,1,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"We zetten in op nieuwe verdienmodellen en (sociale) innovatie. We willen voorloper worden in de natuurinclusieve economie van morgen. Nieuwe verdienmodellen voor boeren en de keten kunnen ontstaan door bijvoorbeeld in te zetten op de circulaire en biobased economie, koolstofvastlegging, steun voor groenblauwe diensten en kortere ketens, waarbij boeren direct leveren aan consumenten.",Center,manifestos,3,1,1,1,2,1,1,3,0,3,0.0,1.0,3,0,0.0,3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
,D66,2023,"Want het huidige en gangbare verdienmodel biedt geen realistisch perspectief voor de boer en past niet binnen de grenzen van natuur, klimaat en milieu. En het is juist die ecologische houdbaarheid die zo belangrijk is voor onze landbouw. Want gezonde landbouw heeft bij uitstek bestuivers nodig, schoon water, een gezonde bodem en een stabiel klimaat.",Center,manifestos,1,1,1,1,3,1,1,2,0,2,0.0,1.0,3,1,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0
,D66,2023,"In 2030 moet de stikstofuitstoot gehalveerd zijn. Daarmee volgen we de lijn van het rapport 'Wat kan wel' van de commissie-Remkes. We kijken daarbij naar verschillende, passende maatregelen, ook voor de landbouw. Extensivering en de transitie naar kringlooplandbouw zal daar een flinke bijdrage aan kunnen leveren. Dit is nodig om de doelen voor stikstof en klimaat te halen.",Center,manifestos,1,1,3,1,3,3,1,5,1,4,0.2,0.8,5,0,0.0,5,0.2,0.4,0.0,0.0,0.6
,D66,2023,Biologische landbouw heeft veel voordelen en samenhang met de principes van kringlooplandbouw. In lijn met de Europese Green Deal zet D66 in op 25 procent biologisch landbouwareaal in 2030.,Center,manifestos,1,1,1,1,2,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"D66 legt eisen voor transparantie over klimaat en milieu-impact door de keten wettelijk vast, met een vrijwillige transitieperiode.",Center,manifestos,1,1,1,1,2,1,1,1,0,1,0.0,1.0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0
,D66,2023,D66 ziet een bijzondere kans in een circulaire economie waarbij gewassen en reststromen worden benut door de verwerkende industrie. Hiermee kunnen nieuwe verdienmodellen worden gecreëerd en dragen boeren bij aan het vergroenen van de industrie en aan bouwen met natuurmaterialen.,Center,manifestos,3,1,1,1,1,1,1,2,2,0,1.0,0.0,2,0,0.0,2,0.0,0.5,0.0,0.0,0.5
,D66,2023,"Landbouw is erg beperkt in de toegang tot investeringen, technologie en markten. Dit beperkt mogelijkheden voor verduurzaming. D66 zet zich in voor nieuwe investeringsmogelijkheden voor boerenbedrijven buiten de gevestigde spelers om. Microkredieten of sociale investeringen via digitale platforms kunnen hierin een belangrijke rol spelen.",Center,manifestos,3,1,1,1,1,1,1,4,0,4,0.0,1.0,4,0,0.0,4,0.0,0.25,0.0,0.0,0.25
,D66,2023,D66 zet zich in voor een handelsmodel waarin kwaliteit in plaats van kwantiteit de primaire motivatie is. Een handelsmodel waarin innovatie en duurzaamheid het Nederlandse keurmerk en uithangbord zijn.,Center,manifestos,2,1,1,1,1,1,1,2,0,2,0.0,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0
,D66,2023,"Als onderdeel van de Voedselvisie ontwikkelt de overheid een stappenplan gericht op gezonde, duurzame consumptie en vraag, om zo de synergie tussen perspectief voor boeren, voordelen voor volksgezondheid (preventie en niet-overdraagbare ziekten) en lagere milieudruk te stimuleren. Sturende duurzaamheidsmaatregelen aan de productiekant moeten gecombineerd worden met nieuwe marktkansen om zo een sneeuwbaleffect voor duurzaamheid te creëren.",Center,manifestos,3,1,1,1,3,1,1,2,1,1,0.5,0.5,2,0,0.0,2,0.5,0.0,0.0,0.0,0.5
,D66,2023,"Nieuwe verdienmodellen voor boeren en de keten kunnen ontstaan door in te zetten op onder andere de circulaire en biobased economie, koolstofvastlegging of kortere ketens waarbij boeren direct leveren aan consumenten.",Center,manifestos,3,1,1,1,1,1,1,1,0,1,0.0,1.0,1,0,0.0,1,0.0,1.0,0.0,0.0,1.0
,D66,2023,"De natuur is van onschatbare waarde. Het is niet alleen een intrinsieke waarde, het is daadwerkelijk tastbaar. Ons voortbestaan is afhankelijk van de natuur, weerbare ecosystemen en een gezond milieu. Voor het voedsel dat we eten, de lucht die we inademen, het water dat we drinken, de grondstoffen en hulpbronnen die we gebruiken, en de ruimte voor wonen en recreatie. Het zijn de – soms onzichtbare – bouwstenen van onze samenleving. Toch hebben we te lang de natuur en het milieu verwaarloosd en als vrijblijvend beschouwd. Alle seinen staan op rood en de rek is eruit. Van watervervuiling tot bijensterfte, van ontbossing tot de plastic soep. Wereldwijd, maar ook in Nederland spelen we een gevaarlijk spel met onze toekomst. We doen simpelweg niet genoeg, terwijl de wetenschap duidelijk is. Dat geldt voor het klimaat, maar juist ook voor de natuur. Want het één kan niet zonder de ander, en ons gemeenschappelijke welzijn en welvaart zijn aan beide onlosmakelijk verbonden.",Center,manifestos,1,2,2,1,3,4,1,8,1,7,0.125,0.875,12,3,0.25,12,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
,D66,2023,Beter beheerde duinen helpen ons water te zuiveren en bieden bescherming tegen een stijgende zeespiegel. Zorgen voor ecosystemen herstelt natuur én gemeenschappen. Dat hoeft niet altijd een natuurgebied te zijn; de natuur is altijd om ons heen. Groene wijken zijn beter bestand tegen hittegolven en bewezen beter voor onze (mentale) gezondheid. Natuurinclusief bouwen zorgt voor minder afhankelijkheid van dure energie.,Center,manifestos,1,1,3,1,4,1,1,5,0,5,0.0,1.0,6,1,0.16666666666666666,6,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
